Comment,Designator,Footprint,LCSC,Quantity
UART_DEBUG,J34,PinHeader_1x03_P1.00mm_Horizontal,,1
300,R99,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
CH340G,U37,SOIC-16_3.9x9.9mm_P1.27mm,,1
300,R89,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
USB_A,J29,USB_A_CNCTech_1001-011-01101_Horizontal,,1
22pf,C34,C_0805_2012Metric,,1
10k,TH3,Heraeus_TO-92-2,,1
22pf,C30,C_0805_2012Metric,,1
RXD,D67,LED_0603_1608Metric,,1
300,R92,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
22pf,C32,C_0805_2012Metric,,1
300,R56,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R97,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
10k,R75,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
22pf,C26,C_0805_2012Metric,,1
12MHz,Y5,Crystal_HC49-4H_Vertical,,1
CH340G,U40,SOIC-16_3.9x9.9mm_P1.27mm,,1
RXD,D59,LED_0603_1608Metric,,1
RXD,D63,LED_0603_1608Metric,,1
22pf,C31,C_0805_2012Metric,,1
1k5,R90,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
SM420561N,U36,7SegmentLED_LTS6760_LTS6780,,1
300,R93,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
TXD,D66,LED_0603_1608Metric,,1
300,R83,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R101,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R79,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
USB_A,J27,USB_A_CNCTech_1001-011-01101_Horizontal,,1
UART_DEBUG,J26,PinHeader_1x03_P1.00mm_Horizontal,,1
LED_PWR,D37,LED_0603_1608Metric,,1
22pf,C27,C_0805_2012Metric,,1
300,R87,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
LED_PWR,D53,LED_0603_1608Metric,,1
RXD,D54,LED_0603_1608Metric,,1
LED_PWR,D61,LED_0603_1608Metric,,1
300,R86,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
300,R78,R_0805_2012Metric_Pad1.20x1.40mm_HandSolder,,1
